industry,import_dependency,supplier_concentration,major_suppliers_count,alternative_suppliers_count,avg_lead_time_days,inventory_days,safety_stock_days,monthly_procurement_lakhs,port_dependency,road_dependency,transport_mode,primary_port,shock_type,duration_days,severity_pct,crude_price_change_pct,usd_inr_change_pct,freight_index_change_pct,commodity_price_change_pct,inflation_rate_pct,port_congestion_pct,road_congestion_pct,transport_delay_days,cost_impact_pct,lead_time_impact_days,risk_score
Automotive,48.8,35.5,5,3,10.1,10.7,2.7,1175.9,42.4,67.2,Sea,Chennai Port,Labor Union Agitation,12.0,34.8,2.8,3.3,8.82,3.24,4.4,47.3,41.3,4.2,6.81,6.4,45.0
Pharmaceuticals,55.3,19.8,5,1,26.6,40.2,13.4,26.6,84.8,52.3,Road,Hazira (Surat),Import Tariff & Trade Restriction,8.0,80.4,-5.88,2.28,16.27,26.66,6.22,26.7,39.3,3.1,13.77,7.8,43.0
Electronics,88.8,41.6,3,1,20.0,35.8,10.1,13.9,36.6,98.0,Road,Cochin Port,Major Port Congestion & Strike,11.0,29.6,7.58,-0.88,35.7,14.81,5.7,65.9,44.3,4.6,10.67,7.6,34.0
Textiles,55.1,83.5,6,2,8.4,24.6,7.7,710.8,37.2,72.5,Road,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,30.0,94.1,10.9,0.83,32.4,28.16,5.25,34.7,38.3,3.4,19.94,7.6,57.1
Steel & Metallurgy,30.0,85.6,5,5,5.7,13.1,4.1,1398.9,51.9,49.6,Road,Mundra (Gujarat),Monsoon Flooding & Highway Blockade,26.0,43.1,-7.25,1.89,14.33,4.95,5.98,15.0,73.7,4.5,6.97,5.1,40.7
Automotive,43.8,33.7,2,1,4.0,17.0,7.4,48.2,65.4,79.4,Road,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,44.0,72.1,13.01,-0.57,26.38,0.97,5.06,77.1,49.8,5.0,14.05,14.4,70.7
Automotive,48.9,49.3,6,4,22.4,30.8,13.4,301.2,47.5,81.3,Road,Chennai Port,Monsoon Flooding & Highway Blockade,14.0,37.8,8.98,1.32,19.19,1.34,4.35,17.1,59.7,4.0,6.28,6.0,28.6
FMCG,5.0,15.0,4,6,9.8,30.0,13.5,234.5,51.5,41.2,Sea,Visakhapatnam,Global Container Shortage,14.0,60.4,10.65,-0.22,65.08,-3.84,5.97,72.1,29.8,0.7,8.85,3.7,22.8
Automotive,41.8,48.5,2,2,10.3,13.9,6.4,356.1,62.0,60.7,Rail,Cochin Port,Major Port Congestion & Strike,30.0,57.0,24.11,2.23,64.55,-3.41,5.53,71.8,53.2,3.2,15.62,8.3,59.8
FMCG,18.4,28.2,3,6,10.0,27.1,12.3,10.7,19.9,80.6,Road,Cochin Port,Labor Union Agitation,37.0,55.8,-3.57,1.25,11.56,5.8,7.63,39.0,28.5,5.4,5.98,6.9,30.7
FMCG,13.2,40.6,3,5,7.7,14.4,4.8,268.2,15.7,53.4,Road,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,21.0,49.8,2.93,2.5,15.89,17.51,5.55,38.0,25.5,3.5,8.43,4.5,35.0
Engineering,33.6,44.1,2,2,15.4,35.0,16.3,654.3,38.7,81.5,Multimodal,Kolkata & Haldia,Critical Raw Material Shortage,14.0,77.3,3.28,1.53,22.59,64.49,6.75,49.0,39.1,2.1,24.95,4.4,48.6
Automotive,32.2,29.9,2,1,16.4,20.6,8.6,21.2,70.3,80.0,Sea,Kolkata & Haldia,Crude Oil Surge & Fuel Surcharge,19.0,81.4,36.31,-0.47,5.37,9.72,7.0,33.2,68.7,1.2,15.52,6.8,50.4
Steel & Metallurgy,21.0,53.7,2,4,10.4,11.6,3.8,1104.3,36.0,96.2,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),20.0,38.0,9.53,5.73,3.18,12.55,6.79,27.1,33.5,0.8,8.16,3.0,35.4
Pharmaceuticals,76.0,45.8,2,0,26.7,32.3,14.0,85.0,90.6,37.4,Air,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),43.0,71.4,13.7,6.96,10.53,8.32,8.19,40.6,65.0,0.5,16.76,10.6,56.6
Engineering,57.5,65.9,3,1,4.0,14.6,5.5,95.0,53.9,18.8,Road,Hazira (Surat),Major Port Congestion & Strike,31.0,90.7,5.51,-0.13,39.4,2.38,4.97,96.8,51.1,6.1,13.0,13.7,74.1
Engineering,21.4,21.3,4,1,25.7,17.9,4.8,102.9,67.8,50.0,Rail,Cochin Port,Import Tariff & Trade Restriction,6.0,43.8,7.06,2.03,14.68,14.88,4.68,28.2,50.0,2.5,8.44,4.4,33.8
Automotive,34.1,81.3,10,1,9.6,10.8,4.1,160.3,46.2,49.6,Road,Cochin Port,Global Container Shortage,23.0,67.3,-3.69,2.3,90.34,-2.24,5.64,28.6,53.4,3.2,10.74,6.0,51.4
Automotive,35.5,60.2,4,5,17.7,7.7,4.1,17.0,73.4,57.9,Road,Mundra (Gujarat),Crude Oil Surge & Fuel Surcharge,15.0,56.7,34.55,-0.66,9.6,4.3,5.42,37.0,47.9,5.2,10.95,8.8,66.0
Pharmaceuticals,56.9,60.7,2,1,34.9,37.2,19.9,1381.4,56.3,64.4,Sea,Cochin Port,Critical Raw Material Shortage,33.0,82.5,0.84,-0.32,7.45,41.68,4.49,29.5,55.4,4.1,20.19,10.8,56.7
Steel & Metallurgy,31.5,67.5,2,2,9.8,31.2,9.5,10.6,50.9,68.3,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,4.67,1.78,2.54,-1.99,4.45,24.9,34.5,1.2,2.6,0.3,13.5
FMCG,5.0,52.4,4,7,4.3,22.3,10.4,103.5,29.7,75.8,Road,Hazira (Surat),Major Port Congestion & Strike,23.0,93.8,17.82,2.52,70.12,11.1,5.07,90.6,15.0,9.7,18.89,13.5,59.8
Textiles,25.2,95.0,1,5,7.0,25.1,6.8,565.0,0.0,74.0,Sea,Chennai Port,Critical Raw Material Shortage,29.0,47.6,5.41,-1.92,7.75,39.96,6.86,26.5,51.5,0.9,14.33,2.0,36.1
Steel & Metallurgy,9.2,60.2,3,3,18.3,23.8,10.3,11.6,41.2,58.0,Sea,Hazira (Surat),Currency Depreciation (USD/INR Spike),18.0,87.9,2.88,5.51,10.37,4.04,7.82,25.5,37.6,2.1,5.38,4.0,29.3
Automotive,34.3,70.5,4,5,12.1,10.8,3.6,198.1,55.5,91.2,Road,Mundra (Gujarat),Import Tariff & Trade Restriction,17.0,77.8,10.34,3.49,26.86,12.62,3.5,45.0,56.0,2.4,12.35,7.4,61.4
Engineering,12.1,15.0,3,7,26.5,45.0,15.4,126.4,36.8,71.5,Road,Mundra (Gujarat),Crude Oil Surge & Fuel Surcharge,38.0,33.7,27.21,-0.14,11.3,-0.75,5.98,30.6,60.0,0.6,7.71,4.0,23.4
Steel & Metallurgy,56.5,16.6,2,3,7.6,12.2,3.8,79.4,76.9,72.2,Sea,Cochin Port,Monsoon Flooding & Highway Blockade,34.0,50.4,-0.28,0.04,4.17,3.51,5.3,15.0,72.7,6.8,5.6,8.8,51.3
Electronics,68.8,57.4,5,1,6.2,7.8,4.2,1320.5,96.2,77.3,Air,Hazira (Surat),Import Tariff & Trade Restriction,28.0,81.7,2.89,1.35,9.16,21.69,5.43,44.4,36.0,4.2,16.87,10.7,81.4
Textiles,27.5,60.0,3,2,17.4,35.6,11.1,23.6,45.9,49.7,Sea,Visakhapatnam,None (Normal Baseline),0.0,0.0,1.42,0.84,-0.84,2.07,5.59,22.2,29.3,0.8,2.57,0.5,16.7
Engineering,42.1,35.1,4,5,22.0,19.3,7.4,86.5,0.0,43.9,Road,Cochin Port,Global Container Shortage,12.0,77.3,8.09,1.12,77.27,5.79,5.2,59.0,56.5,1.7,4.39,4.7,28.1
Automotive,52.3,72.6,2,2,17.6,15.3,8.1,1413.8,74.5,38.4,Sea,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,-4.65,-0.74,3.66,-3.51,5.47,19.9,25.0,0.1,2.59,0.5,24.7
Automotive,45.4,79.2,1,0,12.2,5.0,2.5,1066.1,32.7,64.4,Sea,Visakhapatnam,None (Normal Baseline),0.0,0.0,1.63,0.17,-5.19,-2.15,4.72,22.5,38.5,2.0,0.0,0.9,21.6
Textiles,15.2,69.1,3,3,12.7,21.9,8.7,424.2,31.1,60.7,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),41.0,87.7,6.14,7.61,7.21,5.31,7.8,42.6,33.7,1.3,6.97,4.9,38.4
Steel & Metallurgy,36.6,82.4,3,0,9.1,25.5,6.9,223.5,77.2,81.4,Road,Cochin Port,Global Container Shortage,22.0,84.9,9.9,2.02,110.62,2.17,5.65,53.9,31.2,1.8,24.1,8.7,67.0
Steel & Metallurgy,26.4,71.5,3,2,17.0,20.8,10.4,223.8,64.5,74.6,Road,Kolkata & Haldia,Labor Union Agitation,18.0,32.1,6.34,2.03,6.55,-1.33,5.71,49.6,53.2,3.5,4.84,5.8,32.4
Chemicals,43.5,44.2,1,5,19.1,36.1,15.6,111.6,10.2,98.0,Road,Hazira (Surat),Cyclone Alert & Coastal Freight Halt,38.0,71.0,11.07,0.89,13.08,11.21,4.61,68.5,44.7,2.0,10.24,5.0,32.8
Electronics,67.1,95.0,2,2,14.5,22.1,11.0,16.5,67.8,67.5,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,-0.67,0.07,-3.4,0.13,4.97,12.9,32.6,0.8,1.7,0.2,24.4
Chemicals,53.9,85.4,7,2,15.1,34.9,19.0,23.1,62.4,57.5,Sea,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,21.0,83.5,7.42,3.41,31.59,31.68,4.35,42.5,52.2,3.0,21.48,8.3,56.7
Chemicals,70.0,51.6,1,3,13.0,21.2,9.6,10.4,37.6,57.0,Rail,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-0.24,1.13,-2.61,1.36,4.06,18.7,35.4,1.4,1.66,0.2,15.0
Electronics,92.9,50.9,2,1,17.0,18.7,6.8,476.3,79.0,59.9,Road,Chennai Port,Currency Depreciation (USD/INR Spike),37.0,25.4,2.4,5.76,17.17,5.23,3.88,37.4,47.0,2.7,11.55,6.3,47.4
Chemicals,47.5,42.7,1,1,16.1,13.2,4.1,42.8,37.1,43.2,Sea,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),33.0,91.0,16.37,5.56,4.02,0.88,6.13,49.1,24.7,1.5,8.83,7.0,53.2
Automotive,56.8,51.4,3,1,12.9,9.5,2.7,123.6,55.3,41.4,Sea,JNPT (Navi Mumbai),Critical Raw Material Shortage,19.0,51.9,7.05,3.44,13.47,40.74,5.18,23.6,46.4,1.6,18.15,3.5,52.7
Electronics,64.1,54.7,3,5,25.4,23.0,7.0,144.4,80.6,79.5,Road,Chennai Port,Labor Union Agitation,37.0,29.2,8.46,2.08,0.8,3.8,6.51,54.1,47.1,3.1,7.74,8.9,41.4
Electronics,66.0,95.0,6,1,17.2,28.6,15.1,853.2,72.9,56.2,Road,Kolkata & Haldia,Critical Raw Material Shortage,26.0,45.0,9.51,3.79,12.23,40.01,5.9,57.8,50.9,1.6,21.12,7.0,56.9
Automotive,44.5,68.1,5,3,15.7,9.7,5.1,23.9,56.4,50.1,Rail,Cochin Port,Cyclone Alert & Coastal Freight Halt,13.0,82.1,13.16,4.43,38.31,9.14,5.76,77.8,62.0,1.2,13.73,6.1,59.5
Electronics,54.0,39.8,5,0,21.2,18.4,6.3,1395.3,68.4,98.0,Road,Cochin Port,Critical Raw Material Shortage,9.0,72.2,2.85,-0.96,20.56,74.16,3.92,42.0,53.6,4.3,30.66,10.7,69.2
Automotive,25.8,55.7,2,1,22.6,22.1,8.2,11.4,14.3,38.3,Rail,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,41.0,51.5,42.4,1.41,7.45,4.74,7.87,32.3,46.3,1.6,8.48,3.3,33.0
Textiles,18.0,43.4,2,1,4.0,31.8,14.8,33.3,17.9,70.7,Rail,Chennai Port,None (Normal Baseline),0.0,0.0,1.89,-0.04,2.15,-0.33,6.15,30.8,19.0,0.0,1.63,0.3,15.5
Steel & Metallurgy,35.6,95.0,7,3,16.1,20.9,5.4,463.1,77.2,95.0,Rail,Hazira (Surat),None (Normal Baseline),0.0,0.0,1.39,-2.5,0.58,-2.26,3.0,24.2,14.5,0.6,0.0,0.2,20.1
Pharmaceuticals,55.2,70.7,2,1,37.5,38.5,16.9,124.8,73.1,60.9,Rail,Hazira (Surat),Crude Oil Surge & Fuel Surcharge,23.0,90.7,42.0,2.78,17.3,4.24,5.84,41.5,46.2,1.9,16.34,11.4,50.9
Steel & Metallurgy,77.7,38.2,5,2,17.4,9.2,4.0,2817.7,45.2,68.7,Road,Kolkata & Haldia,Critical Raw Material Shortage,41.0,76.0,1.2,3.67,-1.0,52.12,5.68,44.6,25.7,4.2,27.79,9.9,88.5
Automotive,53.5,64.2,4,2,12.2,21.7,5.9,12.9,17.7,43.9,Sea,Cochin Port,Cyclone Alert & Coastal Freight Halt,44.0,34.5,7.41,1.97,22.04,5.91,7.63,65.0,55.3,3.4,6.79,5.7,35.2
Electronics,74.3,40.8,4,1,18.4,23.9,12.7,89.0,60.1,27.8,Sea,Hazira (Surat),Global Container Shortage,21.0,83.9,9.4,3.56,92.09,7.07,5.18,44.1,29.9,4.0,19.3,10.4,60.0
Electronics,68.6,62.7,2,0,17.4,24.8,7.1,15.7,99.0,76.4,Road,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,6.0,93.0,-4.31,2.97,7.31,2.89,6.06,34.3,89.4,7.8,11.01,16.4,58.0
Textiles,5.6,58.1,1,2,15.8,26.8,11.4,27.9,15.3,30.7,Road,Cochin Port,Currency Depreciation (USD/INR Spike),35.0,60.0,9.1,6.7,19.17,-2.68,7.37,32.4,42.4,3.4,3.82,4.4,27.7
Automotive,67.3,35.8,3,2,20.2,26.1,9.0,519.1,57.6,75.7,Road,Visakhapatnam,Major Port Congestion & Strike,39.0,77.1,4.48,1.13,51.48,7.4,5.73,81.0,34.0,6.4,16.77,15.8,62.2
FMCG,17.5,37.3,7,8,6.3,25.6,13.4,1250.8,24.1,51.0,Road,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,29.0,81.5,-6.9,1.42,1.43,3.67,5.5,28.9,68.1,8.8,8.25,11.5,40.5
Textiles,5.0,49.1,6,3,24.0,26.5,8.8,46.6,38.0,65.1,Road,Hazira (Surat),Major Port Congestion & Strike,26.0,61.7,-3.02,0.23,49.54,12.02,6.86,72.1,47.4,7.1,12.09,11.1,43.8
Engineering,56.7,34.7,4,2,27.4,26.6,10.6,38.4,22.6,38.9,Road,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,23.0,76.4,-0.37,1.53,56.07,5.46,5.17,75.0,46.0,2.6,7.65,7.0,34.9
FMCG,17.2,52.9,5,3,13.0,17.5,7.5,311.2,24.8,60.0,Road,Visakhapatnam,Major Port Congestion & Strike,7.0,82.9,2.2,0.83,67.57,6.6,5.44,83.0,16.5,7.2,10.03,9.8,48.0
Electronics,61.1,83.2,4,1,23.1,30.4,11.0,295.8,99.0,56.8,Rail,Chennai Port,Import Tariff & Trade Restriction,10.0,88.6,10.22,3.9,15.01,25.3,4.84,40.1,52.6,4.4,20.08,11.3,58.1
Textiles,43.3,78.0,2,5,11.1,26.3,12.6,439.0,47.6,89.6,Multimodal,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,3.46,-1.64,0.81,3.02,5.41,22.5,28.4,0.8,1.55,0.4,14.0
Textiles,21.7,29.8,1,3,5.9,14.6,6.8,83.9,31.3,58.5,Sea,Chennai Port,Labor Union Agitation,43.0,66.4,9.12,1.41,-3.2,-0.92,5.5,36.6,67.9,4.9,5.88,8.2,44.2
Electronics,83.6,53.5,7,2,9.2,8.1,2.7,23.1,72.5,49.6,Rail,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),40.0,82.1,15.96,7.26,11.57,7.71,7.33,29.2,53.2,3.9,19.78,9.9,85.2
Textiles,46.0,43.6,4,5,15.1,27.2,10.4,141.1,66.3,69.2,Road,Mundra (Gujarat),Labor Union Agitation,21.0,90.5,-1.23,0.76,10.44,6.67,6.63,50.8,58.7,5.6,10.07,11.4,45.8
Pharmaceuticals,32.4,54.2,2,1,23.3,43.3,11.3,492.6,85.6,59.1,Road,JNPT (Navi Mumbai),Crude Oil Surge & Fuel Surcharge,42.0,51.7,25.54,0.09,7.07,7.03,4.85,29.1,46.7,3.3,13.12,8.1,43.8
Electronics,70.3,55.5,5,2,22.6,28.2,14.8,122.0,67.0,67.9,Road,Kolkata & Haldia,Labor Union Agitation,38.0,92.9,-1.91,-0.14,19.78,19.08,8.12,61.6,60.0,5.8,17.15,17.6,66.6
Electronics,98.0,38.0,4,2,19.6,23.2,8.1,286.1,99.0,68.8,Road,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,1.33,-0.01,-2.04,2.61,5.34,20.3,20.6,1.2,1.34,-0.0,23.0
Steel & Metallurgy,14.4,64.5,2,6,16.8,9.7,2.8,1263.8,76.0,63.3,Road,Kolkata & Haldia,Labor Union Agitation,42.0,29.4,12.73,1.4,16.02,13.13,4.97,54.4,35.1,1.9,11.45,7.4,61.0
Electronics,94.8,23.9,4,3,23.1,29.7,15.5,28.5,85.1,98.0,Road,Mundra (Gujarat),Critical Raw Material Shortage,30.0,86.8,-1.26,0.51,19.84,60.13,4.89,29.7,32.3,0.7,27.54,8.9,62.2
Textiles,23.8,64.2,1,4,16.9,18.6,6.9,34.8,13.4,49.1,Road,Hazira (Surat),Crude Oil Surge & Fuel Surcharge,9.0,79.6,37.94,1.18,6.89,8.45,6.73,35.7,36.8,2.3,9.7,4.5,35.7
FMCG,7.6,40.0,2,2,4.0,19.1,6.5,119.9,58.2,54.7,Rail,Cochin Port,None (Normal Baseline),0.0,0.0,-0.29,0.98,-0.27,-1.17,5.27,38.0,24.2,1.6,0.74,0.1,18.7
Steel & Metallurgy,43.5,51.1,2,1,25.8,17.3,7.0,2101.1,30.2,55.5,Road,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,38.0,42.9,22.55,1.76,5.48,3.67,5.75,23.3,58.6,4.2,9.28,6.0,41.4
Electronics,68.9,52.4,2,1,20.0,23.9,8.7,30.5,80.8,42.8,Road,Kolkata & Haldia,Labor Union Agitation,6.0,80.6,9.48,1.2,11.82,5.87,3.62,52.5,57.3,4.5,8.48,10.4,44.1
Textiles,38.3,62.4,4,5,15.0,22.9,8.5,131.0,25.0,73.2,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,23.0,33.4,21.55,3.48,7.06,-1.03,6.8,15.0,46.0,4.1,7.74,4.7,30.5
Steel & Metallurgy,25.0,80.5,4,2,32.9,15.8,5.2,215.3,26.0,64.1,Road,Chennai Port,Import Tariff & Trade Restriction,29.0,79.5,8.46,-0.11,16.54,27.31,5.73,33.6,19.4,4.3,14.92,7.8,58.1
Textiles,22.4,46.3,3,4,10.1,34.6,17.7,30.9,30.9,48.0,Road,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,18.0,41.2,12.13,1.77,6.47,3.7,6.92,74.6,34.6,4.2,5.61,5.5,22.2
FMCG,9.3,34.0,1,4,13.6,20.3,8.6,21.4,57.9,68.4,Rail,JNPT (Navi Mumbai),Global Container Shortage,43.0,74.3,-4.28,3.29,99.44,10.07,6.9,62.9,28.9,1.2,17.48,7.9,51.4
Electronics,75.6,89.3,5,4,23.9,24.3,9.0,274.1,99.0,96.2,Road,Cochin Port,Global Container Shortage,32.0,52.4,1.61,1.24,66.5,5.11,5.06,53.7,46.0,1.0,17.59,10.4,58.5
Chemicals,21.9,63.6,1,2,10.7,12.6,6.0,89.8,50.3,51.4,Road,Cochin Port,Major Port Congestion & Strike,35.0,35.6,1.47,0.43,46.15,-2.64,7.05,71.8,27.2,4.1,8.52,7.2,48.2
Engineering,57.1,50.4,3,1,26.2,19.8,7.1,828.0,26.8,46.2,Sea,JNPT (Navi Mumbai),Cyclone Alert & Coastal Freight Halt,8.0,32.1,8.51,0.49,15.25,2.6,5.24,59.1,22.5,3.0,3.68,4.4,27.2
Engineering,59.6,55.1,3,4,23.5,31.2,9.8,13.5,36.6,45.1,Sea,Visakhapatnam,Monsoon Flooding & Highway Blockade,30.0,85.0,8.44,1.96,18.16,19.31,5.13,33.3,77.3,9.6,17.45,15.1,54.5
FMCG,15.4,62.5,8,1,9.6,15.9,5.0,1442.7,10.3,89.4,Road,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,25.0,57.1,-3.67,4.43,8.28,7.54,3.86,34.6,75.3,6.0,6.32,8.8,45.1
FMCG,5.4,49.7,7,8,12.6,32.7,15.4,101.2,27.1,14.8,Road,Visakhapatnam,Major Port Congestion & Strike,27.0,82.4,-4.18,1.85,65.93,6.85,6.26,85.1,39.1,4.5,9.41,7.4,34.5
Pharmaceuticals,49.7,68.1,2,1,25.8,30.9,13.5,27.9,37.4,74.1,Road,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,0.11,-1.53,6.59,0.45,5.7,28.5,41.6,1.4,1.95,0.4,22.7
Engineering,58.1,83.8,4,1,17.2,21.1,9.6,340.9,32.0,54.3,Rail,Visakhapatnam,Critical Raw Material Shortage,44.0,73.3,13.34,-0.35,23.72,44.49,5.65,39.2,30.1,0.5,21.97,4.6,56.7
Pharmaceuticals,46.4,57.4,5,5,33.2,20.9,8.0,28.7,45.9,75.9,Rail,Kolkata & Haldia,Monsoon Flooding & Highway Blockade,8.0,75.4,13.95,2.45,14.91,6.27,5.08,34.7,73.4,6.6,10.46,11.9,48.4
Chemicals,50.8,53.6,3,2,20.1,29.0,8.1,47.8,56.2,60.2,Sea,Kolkata & Haldia,Labor Union Agitation,27.0,34.6,-0.28,2.96,-4.07,16.52,7.15,45.8,41.1,4.0,9.44,6.6,33.3
Steel & Metallurgy,53.1,36.9,3,6,7.3,15.0,5.4,12.5,55.7,69.8,Rail,Chennai Port,None (Normal Baseline),0.0,0.0,5.96,-1.44,-2.89,5.43,5.29,30.5,28.6,0.7,1.74,0.0,18.6
Steel & Metallurgy,25.0,57.3,3,4,24.7,15.6,7.5,40.6,57.0,87.5,Multimodal,Hazira (Surat),Major Port Congestion & Strike,44.0,51.6,8.13,2.12,48.73,-0.28,7.36,73.1,55.6,7.4,14.69,14.8,70.1
Automotive,36.3,47.8,3,2,16.7,5.0,2.7,108.9,64.6,84.3,Sea,Cochin Port,Monsoon Flooding & Highway Blockade,20.0,56.2,0.01,1.25,4.01,14.46,6.38,19.6,81.0,5.8,8.43,9.3,63.9
Automotive,42.2,52.0,3,3,13.3,13.5,7.2,2399.9,96.3,66.4,Multimodal,Visakhapatnam,Cyclone Alert & Coastal Freight Halt,24.0,84.5,-0.15,3.8,43.63,0.62,5.94,69.5,30.6,1.1,13.92,10.0,65.4
Automotive,32.9,48.8,1,2,14.6,20.6,9.8,849.9,45.2,55.7,Road,Kolkata & Haldia,Global Container Shortage,22.0,72.7,9.06,5.14,104.59,3.13,4.42,38.6,51.6,1.7,13.74,4.8,43.5
Electronics,38.0,61.0,4,5,21.5,6.2,2.4,476.9,72.0,71.8,Rail,Cochin Port,Global Container Shortage,9.0,25.5,18.11,3.03,69.03,10.33,4.31,37.2,60.2,2.7,14.39,4.9,61.1
Automotive,33.7,52.8,1,1,6.5,16.6,6.3,25.6,40.3,68.4,Road,Visakhapatnam,Labor Union Agitation,40.0,55.2,7.39,1.74,17.19,7.31,6.56,28.8,57.0,3.1,7.85,6.0,41.3
Engineering,55.4,87.9,5,2,15.7,24.8,9.9,2712.1,39.6,68.8,Sea,Hazira (Surat),Global Container Shortage,23.0,47.9,6.58,-0.8,63.36,2.37,4.08,47.6,33.3,1.1,7.39,5.2,36.3
Chemicals,69.5,62.8,1,2,5.6,17.1,5.9,1179.9,65.2,70.8,Air,Visakhapatnam,Critical Raw Material Shortage,35.0,73.6,1.54,1.4,1.37,43.8,6.8,20.5,36.3,1.5,18.55,5.2,56.1
Automotive,36.2,55.0,6,1,22.5,14.3,6.7,868.8,60.0,45.2,Sea,Cochin Port,Global Container Shortage,19.0,51.9,0.58,0.23,95.19,10.78,6.92,50.2,65.0,1.9,15.55,5.7,51.5
Pharmaceuticals,74.2,94.7,6,2,27.4,29.1,10.8,53.4,62.1,69.7,Road,JNPT (Navi Mumbai),Crude Oil Surge & Fuel Surcharge,7.0,64.5,41.64,3.31,4.23,7.58,7.85,29.3,53.7,3.1,13.36,7.5,43.2
Chemicals,61.4,51.8,1,1,18.4,28.0,11.4,2784.4,73.3,25.3,Road,Cochin Port,Labor Union Agitation,28.0,50.9,-1.37,3.31,-3.88,0.07,6.32,54.2,59.6,4.0,7.35,8.3,40.1
Electronics,86.9,53.4,2,3,7.0,20.5,9.7,156.7,68.5,40.3,Multimodal,Chennai Port,Monsoon Flooding & Highway Blockade,11.0,80.1,5.7,1.97,3.35,7.79,6.98,24.8,79.2,8.7,9.87,11.4,53.6
Electronics,61.1,56.8,4,1,22.1,30.1,15.6,993.4,97.0,56.4,Road,Visakhapatnam,Monsoon Flooding & Highway Blockade,13.0,34.4,13.22,0.54,12.43,14.34,5.34,49.6,53.3,3.3,11.7,7.4,38.6
Steel & Metallurgy,14.5,81.1,2,2,15.8,10.4,4.0,51.2,6.5,68.3,Road,Hazira (Surat),Import Tariff & Trade Restriction,42.0,29.0,13.45,1.96,8.49,9.39,6.51,25.2,41.3,3.5,9.79,3.7,43.4
FMCG,5.6,80.0,2,2,16.0,31.3,16.1,314.5,21.1,98.0,Rail,Visakhapatnam,Currency Depreciation (USD/INR Spike),38.0,63.5,7.71,5.69,15.35,6.28,6.95,24.6,26.0,2.2,7.5,3.7,32.4
Engineering,26.2,55.9,4,3,16.5,25.4,9.2,21.5,38.1,80.8,Rail,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,13.0,30.7,3.36,0.97,15.16,3.08,5.15,78.6,15.2,5.0,6.8,5.8,28.6
Steel & Metallurgy,60.1,63.0,3,1,7.0,21.4,7.4,13.9,31.2,70.5,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-2.86,1.86,-3.09,-0.19,4.26,18.4,37.2,0.9,1.25,0.0,14.8
Textiles,31.2,66.9,4,4,14.1,27.0,13.2,23.5,45.7,88.8,Sea,Hazira (Surat),Currency Depreciation (USD/INR Spike),21.0,48.3,6.95,5.65,3.69,7.07,6.42,23.0,30.7,2.7,7.3,5.0,30.3
Electronics,61.3,31.5,5,3,29.8,24.2,13.0,145.2,80.7,46.7,Sea,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,-0.66,-0.98,-1.6,1.97,4.25,21.5,33.1,0.3,0.0,0.6,16.3
Steel & Metallurgy,23.0,25.9,8,4,11.0,18.2,5.7,47.4,34.5,76.5,Sea,Mundra (Gujarat),Critical Raw Material Shortage,44.0,45.2,9.6,3.57,-1.61,37.31,6.61,34.3,55.3,0.9,17.06,3.9,42.9
Automotive,43.6,59.7,3,2,14.6,10.5,3.4,576.3,66.0,49.0,Road,JNPT (Navi Mumbai),Labor Union Agitation,16.0,41.0,15.03,2.79,16.31,4.22,5.69,34.8,52.4,3.7,7.95,6.1,48.7
FMCG,5.0,82.8,7,2,11.4,34.3,9.0,61.6,35.4,58.5,Sea,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-0.46,0.9,3.63,1.32,5.15,14.3,37.7,0.0,1.12,1.0,22.3
Steel & Metallurgy,20.6,66.8,8,3,16.7,29.0,14.4,499.6,61.4,92.6,Sea,Cochin Port,Import Tariff & Trade Restriction,11.0,76.3,4.51,3.06,9.33,17.66,6.9,35.1,32.4,2.2,10.69,5.3,34.5
